1.060000000000000000e+02,6.924619293212890625e+01,8.408348083496093750e+01,1.179677810668945312e+02,1.268222579956054688e+02,1.294398345947265625e+02,1.177840499877929688e+02
1.990000000000000000e+02,9.099790954589843750e+01,1.059838714599609375e+02,1.185781784057617188e+02,1.309556732177734375e+02,1.373363494873046875e+02,1.162090148925781250e+02
1.830000000000000000e+02,8.354414367675781250e+01,9.271988677978515625e+01,8.158962249755859375e+01,8.840357208251953125e+01,9.733155822753906250e+01,7.508734130859375000e+01
1.519999999999999574e+01,1.054423236846923828e+01,4.072350692749023438e+01,1.027357673645019531e+01,8.888622283935546875e+00,1.891898155212402344e+01,3.863666057586669922e+00
-1.090000000000000142e+02,-5.999850845336914062e+01,-3.425551223754882812e+01,-7.050241851806640625e+01,-8.227652740478515625e+01,-7.162062072753906250e+01,-7.312637329101562500e+01
-1.559999999999999716e+02,-1.165594711303710938e+02,-1.055740585327148438e+02,-1.235351333618164062e+02,-1.425818481445312500e+02,-1.326530609130859375e+02,-1.242137374877929688e+02
-1.970000000000000000e+02,-1.421159973144531250e+02,-1.502849731445312500e+02,-1.290720214843750000e+02,-1.472299804687500000e+02,-1.402929382324218750e+02,-1.358572235107421875e+02
-2.100000000000000000e+02,-9.236859893798828125e+01,-1.205164566040039062e+02,-7.183059692382812500e+01,-7.883934783935546875e+01,-8.074481201171875000e+01,-9.099984741210937500e+01
-1.120000000000000000e+02,1.682330513000488281e+01,1.129884433746337891e+01,4.993821716308593750e+01,6.010393905639648438e+01,4.610339355468750000e+01,4.319047927856445312e+01
1.660000000000000000e+02,1.355022430419921875e+02,1.427198944091796875e+02,1.513688812255859375e+02,1.718903045654296875e+02,1.575585174560546875e+02,1.754204254150390625e+02
2.810000000000000000e+02,1.901005249023437500e+02,1.915698242187500000e+02,1.888291015625000000e+02,2.128952331542968750e+02,2.019194488525390625e+02,2.124506225585937500e+02
2.290000000000000000e+02,1.572196502685546875e+02,1.873347930908203125e+02,1.857134246826171875e+02,2.048218994140625000e+02,1.985246276855468750e+02,1.954575042724609375e+02
1.570000000000000000e+02,6.641856384277343750e+01,1.512424163818359375e+02,1.545548400878906250e+02,1.545151062011718750e+02,1.564019775390625000e+02,1.428346557617187500e+02
1.010000000000000142e+02,-2.160406875610351562e+01,8.703282165527343750e+01,8.888464355468750000e+01,6.143733596801757812e+01,7.319857788085937500e+01,5.638382720947265625e+01
-2.939999999999999858e+01,-1.043130950927734375e+02,-1.892515182495117188e+01,-2.480671882629394531e+01,-6.379013824462890625e+01,-4.498939132690429688e+01,-5.934361648559570312e+01
-2.370000000000000000e+02,-1.663295745849609375e+02,-1.379478759765625000e+02,-1.396577606201171875e+02,-1.649487915039062500e+02,-1.464902343750000000e+02,-1.597035522460937500e+02
-3.070000000000000000e+02,-1.614060211181640625e+02,-1.838902740478515625e+02,-1.724518432617187500e+02,-1.817301483154296875e+02,-1.747160186767578125e+02,-1.827854461669921875e+02
-2.199999999999999716e+02,-8.569345092773437500e+01,-1.229253082275390625e+02,-1.083953018188476562e+02,-8.627677154541015625e+01,-1.150633316040039062e+02,-9.434525299072265625e+01
-9.659999999999998010e+01,3.977355957031250000e+00,-2.901711654663085938e+01,1.404058742523193359e+01,5.186316680908203125e+01,4.566153049468994141e+00,3.624355316162109375e+01
8.690000000000000568e+01,9.233792877197265625e+01,4.148649597167968750e+01,1.258652496337890625e+02,1.544401397705078125e+02,1.212266235351562500e+02,1.228759536743164062e+02
2.650000000000000000e+02,1.650431518554687500e+02,1.497927398681640625e+02,1.969008636474609375e+02,2.269319000244140625e+02,2.037043609619140625e+02,1.997700347900390625e+02
3.550000000000000000e+02,1.921291656494140625e+02,2.339868621826171875e+02,2.247727355957031250e+02,2.513051300048828125e+02,2.357444458007812500e+02,2.319141235351562500e+02
2.600000000000000000e+02,1.553031768798828125e+02,2.455616607666015625e+02,2.170307312011718750e+02,2.293215332031250000e+02,2.207198791503906250e+02,2.129825439453125000e+02
1.090000000000000142e+02,1.964694023132324219e+01,1.768977508544921875e+02,1.614397583007812500e+02,1.554057769775390625e+02,1.582701110839843750e+02,1.434651641845703125e+02
-4.929999999999999716e+01,-1.372355194091796875e+02,5.433899879455566406e+00,4.483994674682617188e+01,1.844094085693359375e+01,4.377758407592773438e+01,7.562018871307373047e+00
-1.550000000000000000e+02,-1.977811431884765625e+02,-1.570141448974609375e+02,-9.014752960205078125e+01,-1.264202423095703125e+02,-8.353100585937500000e+01,-1.447670288085937500e+02
-1.579999999999999716e+02,-1.817559814453125000e+02,-2.019683990478515625e+02,-1.521869201660156250e+02,-1.734513854980468750e+02,-1.420401000976562500e+02,-1.944771270751953125e+02
-1.019999999999999858e+02,-8.718446350097656250e+01,-1.302044982910156250e+02,-1.106650085449218750e+02,-8.427869415283203125e+01,-9.909297180175781250e+01,-8.978456878662109375e+01
6.570000000000002061e+00,4.707496643066406250e+01,-7.914216995239257812e+00,-5.505559444427490234e+00,5.566403198242187500e+01,-4.332687377929687500e+00,6.254358291625976562e+01
7.900000000000000000e+01,1.244710845947265625e+02,5.050975418090820312e+01,7.368121337890625000e+01,1.175761871337890625e+02,6.143571853637695312e+01,9.839772796630859375e+01
2.760000000000000142e+01,1.310303344726562500e+02,8.438061523437500000e+01,1.164145355224609375e+02,1.454884338378906250e+02,1.008164443969726562e+02,1.181216430664062500e+02
1.850000000000000000e+01,1.067030868530273438e+02,1.191408767700195312e+02,1.336536712646484375e+02,1.584232025146484375e+02,1.232268295288085938e+02,1.358001708984375000e+02
9.890000000000001990e+01,6.167778396606445312e+01,1.229817504882812500e+02,1.345774078369140625e+02,1.525834808349609375e+02,1.268971328735351562e+02,1.304336090087890625e+02
7.609999999999999432e+01,1.139214611053466797e+01,7.741228485107421875e+01,1.110495605468750000e+02,1.155268173217773438e+02,1.053749313354492188e+02,9.064425659179687500e+01
-2.120000000000000284e+01,-2.505718612670898438e+01,1.433232879638671875e+01,5.101934432983398438e+01,4.498578643798828125e+01,5.608274841308593750e+01,2.114421844482421875e+01
-6.590000000000000568e+01,-5.261254882812500000e+01,-2.438826942443847656e+01,-1.581722831726074219e+01,-2.528451347351074219e+01,-8.286448121070861816e-01,-3.843884277343750000e+01
7.290000000000020908e-01,-4.960697174072265625e+01,-3.318053054809570312e+01,-3.727101516723632812e+01,-5.881029510498046875e+01,-4.165347290039062500e+01,-4.836821746826171875e+01
-3.259999999999999432e+01,-3.932968139648437500e+01,-4.686976242065429688e+01,-3.489934921264648438e+01,-6.961011505126953125e+01,-6.705210113525390625e+01,-3.794810104370117188e+01
-1.120000000000000000e+02,-4.643416595458984375e+01,-7.530953216552734375e+01,-3.978621292114257812e+01,-7.727335357666015625e+01,-7.747245788574218750e+01,-4.976483154296875000e+01
1.430000000000000249e+01,-1.362609958648681641e+01,-5.471485137939453125e+01,-4.269191741943359375e+01,-6.475627136230468750e+01,-6.269290924072265625e+01,-4.594735336303710938e+01
6.470000000000000284e+01,4.760868072509765625e+01,3.568916320800781250e+01,-2.100756835937500000e+01,-2.754392433166503906e+01,-3.126004028320312500e+01,4.617108345031738281e+00
8.679999999999997939e+00,8.119393157958984375e+01,8.863332366943359375e+01,6.308318614959716797e+00,5.785031318664550781e+00,-9.609254837036132812e+00,4.866505050659179688e+01
1.089999999999998082e+00,8.514669036865234375e+01,8.726766204833984375e+01,3.029220199584960938e+01,2.498499298095703125e+01,-3.268409013748168945e+00,5.800860977172851562e+01
6.679999999999999716e+01,6.617964172363281250e+01,7.943962860107421875e+01,4.677157974243164062e+01,3.497456741333007812e+01,-3.027564764022827148e+00,5.466955947875976562e+01
6.459999999999999432e+01,3.084105300903320312e+01,5.082436370849609375e+01,3.427297973632812500e+01,2.619771385192871094e+01,-1.561866855621337891e+01,3.349825668334960938e+01
-6.530000000000005578e+00,-2.215108680725097656e+01,-3.681297302246093750e+00,1.665055751800537109e+00,-8.869427442550659180e-01,-3.862014770507812500e+01,-8.202112197875976562e+00
-3.279999999999999005e+01,-4.713308334350585938e+01,-3.815493011474609375e+01,-4.931180477142333984e+00,-2.187097549438476562e+01,-5.306622695922851562e+01,-3.971076202392578125e+01
-3.920000000000000284e+01,-1.513156318664550781e+01,-1.299300575256347656e+01,1.062864494323730469e+01,-1.952436065673828125e+01,-5.276425170898437500e+01,-3.174144172668457031e+01
-4.910000000000000142e+01,1.191879630088806152e+00,2.248973131179809570e+00,5.373620033264160156e+00,-1.529306983947753906e+01,-5.447033691406250000e+01,-1.980472755432128906e+01
5.789999999999999858e+01,-1.119983386993408203e+01,-2.662763023376464844e+01,-2.192422485351562500e+01,-2.626491546630859375e+01,-6.259667587280273438e+01,-3.998115158081054688e+01
5.400000000000000000e+01,-1.157338905334472656e+01,-4.280358886718750000e+01,-3.846897125244140625e+01,-3.027261352539062500e+01,-5.914225006103515625e+01,-5.846818923950195312e+01
-6.479999999999999716e+01,-4.345818519592285156e+00,-1.881656837463378906e+01,-2.803334236145019531e+01,-7.672424316406250000e+00,-3.189216804504394531e+01,-3.953396606445312500e+01
-9.800000000000000000e+01,2.613957786560058594e+01,3.437886810302734375e+01,2.812384843826293945e+00,3.844542694091796875e+01,9.196675300598144531e+00,9.951009750366210938e+00
9.769999999999998863e+01,7.138989257812500000e+01,8.787616729736328125e+01,4.904285049438476562e+01,7.898368072509765625e+01,4.022280120849609375e+01,5.022204589843750000e+01
1.440000000000000000e+02,7.964624786376953125e+01,7.717032623291015625e+01,6.373038101196289062e+01,7.946113586425781250e+01,3.934432983398437500e+01,4.302907562255859375e+01
5.300000000000000000e+01,2.864045524597167969e+01,1.603403854370117188e+01,3.743187713623046875e+01,4.688911437988281250e+01,1.505950164794921875e+01,-8.329077363014221191e-01
-1.310000000000000320e+01,-1.860562705993652344e+01,-2.300409126281738281e+01,2.139430999755859375e+01,2.337169837951660156e+01,-1.671088695526123047e+00,-3.105809020996093750e+01
3.810000000000000142e+01,1.797595143318176270e+00,1.775965881347656250e+01,3.294652938842773438e+01,2.925385665893554688e+01,3.828392505645751953e+00,-8.310310363769531250e+00
-1.349999999999999645e+01,1.893355369567871094e+01,3.767484664916992188e+01,1.517174625396728516e+01,2.021786117553710938e+01,-2.120292425155639648e+00,8.670075416564941406e+00
-6.470000000000000284e+01,-1.816984748840332031e+01,-2.253217315673828125e+01,-2.933533668518066406e+01,-3.002647781372070312e+01,-3.171786689758300781e+01,-3.556935882568359375e+01
-5.450000000000000711e+01,-5.344392395019531250e+01,-8.670955657958984375e+01,-5.254513931274414062e+01,-8.106708526611328125e+01,-5.140308380126953125e+01,-8.883579254150390625e+01
-5.950000000000000000e+01,-3.964885330200195312e+01,-6.829991912841796875e+01,-3.277023696899414062e+01,-7.149768829345703125e+01,-2.984642410278320312e+01,-7.425143432617187500e+01
-3.200000000000000711e+01,-5.520447731018066406e+00,-2.117519855499267578e+00,1.145823574066162109e+01,-1.116320800781250000e+01,2.098785209655761719e+01,2.475906610488891602e+00
3.920000000000000284e+01,4.610386276245117188e+01,5.600509643554687500e+01,5.781638717651367188e+01,5.872770309448242188e+01,7.276216888427734375e+01,6.426246643066406250e+01
1.260000000000000000e+02,1.041339035034179688e+02,9.771102905273437500e+01,8.219876098632812500e+01,9.951457214355468750e+01,9.794011688232421875e+01,8.606521606445312500e+01
1.320000000000000000e+02,1.072606048583984375e+02,1.017730712890625000e+02,7.335195159912109375e+01,9.200366973876953125e+01,8.568718719482421875e+01,7.365762329101562500e+01
-3.960000000000009068e-01,4.055220031738281250e+01,6.294551467895507812e+01,3.743975830078125000e+01,5.240977859497070312e+01,4.626208496093750000e+01,3.555969619750976562e+01
-8.119999999999998863e+01,-1.853265953063964844e+01,9.873755455017089844e+00,-1.036080837249755859e+01,-9.857843518257141113e-01,-5.069299697875976562e+00,-1.196941757202148438e+01
-6.729999999999998295e+01,-6.282530593872070312e+01,-3.689829254150390625e+01,-4.756336593627929688e+01,-5.055707931518554688e+01,-4.938324737548828125e+01,-5.057722091674804688e+01
-1.009999999999999432e+01,-8.978238677978515625e+01,-7.481711578369140625e+01,-6.006242370605468750e+01,-7.856569671630859375e+01,-6.883254241943359375e+01,-6.914546203613281250e+01
-2.590000000000000213e+01,-6.010593795776367188e+01,-7.386164855957031250e+01,-4.666307830810546875e+01,-7.454679107666015625e+01,-5.211997604370117188e+01,-5.519242477416992188e+01
-1.160000000000000142e+02,-5.699353694915771484e+00,-1.667844390869140625e+01,3.153377056121826172e+00,-2.678003501892089844e+01,5.952753067016601562e+00,8.191776275634765625e+00
-5.119999999999998863e+01,6.221537780761718750e+01,5.889720535278320312e+01,6.776918029785156250e+01,4.635716247558593750e+01,7.529747009277343750e+01,9.078578948974609375e+01
1.940000000000000000e+02,1.199689865112304688e+02,1.021150817871093750e+02,1.014330749511718750e+02,9.587934875488281250e+01,1.075187606811523438e+02,1.239410476684570312e+02
1.930000000000000000e+02,9.601851654052734375e+01,8.467838287353515625e+01,9.424186706542968750e+01,1.082885742187500000e+02,9.664553070068359375e+01,9.965764617919921875e+01
7.579999999999999716e+01,2.731522750854492188e+01,3.032985687255859375e+01,6.039533996582031250e+01,7.722613525390625000e+01,5.977507781982421875e+01,4.570304870605468750e+01
-3.279999999999999005e+01,-9.435322761535644531e+00,1.028058815002441406e+01,2.451438903808593750e+01,3.646952056884765625e+01,2.214618682861328125e+01,5.011398315429687500e+00
-4.419999999999999041e+00,-1.208238124847412109e+01,3.475966644287109375e+01,-2.129363059997558594e+00,9.911325454711914062e+00,-6.610202789306640625e+00,-1.605934143066406250e+00
9.329999999999999716e+01,-1.939390182495117188e+01,7.722328662872314453e+00,-4.372445297241210938e+01,-3.412592697143554688e+01,-4.746512603759765625e+01,-2.303995323181152344e+01
