6.586466165413533691e-01,5.156956315040588379e-01
7.082706766917293839e-01,4.791086316108703613e-01
5.037593984962406291e-01,2.774869799613952637e-01
2.548872180451126901e-02,-6.892736256122589111e-02
-5.082706766917293173e-01,-3.855946362018585205e-01
-7.744360902255639223e-01,-5.234233140945434570e-01
-6.413533834586466753e-01,-4.674520790576934814e-01
-2.390977443609022535e-01,-2.066925466060638428e-01
2.375939849624060241e-01,1.907780170440673828e-01
6.105263157894736947e-01,5.056607127189636230e-01
7.924812030075187863e-01,6.411294341087341309e-01
7.511278195488721998e-01,6.144981384277343750e-01
5.406015037593985273e-01,3.983131647109985352e-01
1.338345864661654172e-01,-9.772798046469688416e-03
-3.345864661654135430e-01,-3.996835649013519287e-01
-7.218045112781955597e-01,-5.973036885261535645e-01
-8.646616541353383534e-01,-6.162399649620056152e-01
-5.909774436090226013e-01,-4.496356844902038574e-01
3.654135338345863154e-02,-4.247567802667617798e-02
6.556390977443609103e-01,4.187964200973510742e-01
1.000000000000000000e+00,6.487838029861450195e-01
9.022556390977444218e-01,6.622486710548400879e-01
4.503759398496240962e-01,4.775720536708831787e-01
-6.842105263157896577e-02,8.236486464738845825e-02
-4.187969924812030564e-01,-3.084041774272918701e-01
-5.097744360902256577e-01,-4.963566064834594727e-01
-3.699248120300752118e-01,-5.055773854255676270e-01
-1.639097744360902276e-01,-3.704564869403839111e-01
5.571428571428570925e-02,-1.157235130667686462e-01
2.413533834586466253e-01,1.707697659730911255e-01
3.255639097744361110e-01,3.808762729167938232e-01
3.586466165413533802e-01,4.703376889228820801e-01
3.503759398496240629e-01,4.528641402721405029e-01
2.909774436090225569e-01,3.496118485927581787e-01
1.478947368421052733e-01,1.683607399463653564e-01
-3.609022556390978353e-02,-4.738969355821609497e-02
-2.187969924812030453e-01,-2.093975394964218140e-01
-2.759398496240601517e-01,-2.634001672267913818e-01
-1.819548872180451471e-01,-2.048498988151550293e-01
9.022556390977432006e-03,-5.681195855140686035e-02
1.954887218045112673e-01,1.310882717370986938e-01
2.526315789473684292e-01,2.812455296516418457e-01
2.383458646616541388e-01,3.436052203178405762e-01
1.621052631578947523e-01,3.328633010387420654e-01
1.384210526315789447e-01,2.787420153617858887e-01
1.827067669172932340e-01,1.940368413925170898e-01
1.551879699248120414e-01,8.737902343273162842e-02
-6.766917293233087882e-03,-2.590130083262920380e-02
-1.721804511278195449e-01,-1.116266176104545593e-01
-1.954887218045113229e-01,-1.257183253765106201e-01
-2.481203007518797965e-02,-4.918510094285011292e-02
1.041353383458646642e-01,7.841696590185165405e-02
1.427067669172932263e-01,1.839086711406707764e-01
1.168421052631578860e-01,2.452613264322280884e-01
1.651127819548872111e-01,2.813055813312530518e-01
2.676691729323308344e-01,2.842330336570739746e-01
3.300751879699248548e-01,2.251593470573425293e-01
1.714285714285714302e-01,1.015500277280807495e-01
-1.255639097744360999e-01,-4.544772952795028687e-02
-3.187969924812030231e-01,-1.500451862812042236e-01
-3.112781954887218205e-01,-1.492427140474319458e-01
-1.105263157894736947e-01,-2.673551626503467560e-02
1.984962406015037539e-01,1.574926674365997314e-01
4.315789473684210620e-01,3.107334375381469727e-01
4.744360902255639334e-01,3.704257905483245850e-01
3.962406015037593932e-01,3.137347996234893799e-01
1.424812030075187919e-01,1.561199277639389038e-01
-1.789473684210526327e-01,-4.533865675330162048e-02
-3.563909774436090361e-01,-1.922856569290161133e-01
-3.030075187969925032e-01,-2.086087167263031006e-01
-5.263157894736844589e-02,-9.625509381294250488e-02
1.383458646616541332e-01,8.003943413496017456e-02
