T,H,Surge,Sway,Heave,Roll,Pitch,Yaw,Force1,Force2
0.100000002,3.30E+02,-9.03E-02,-1.76E-03,6.53E+01,-2.67E-09,5.20E-04,-1.35E-08,5.08E+03,5.07E+03
0.200000003,3.49E+02,3.65E-01,-1.51E-02,1.92E+02,2.14E-07,-3.39E-03,-1.48E-07,5.21E+03,5.25E+03
0.300000005,3.63E+02,1.43E+00,-3.44E-02,3.01E+02,6.00E-07,-1.17E-02,-3.28E-07,5.29E+03,5.43E+03
0.400000006,3.71E+02,3.63E+00,-4.18E-02,3.43E+02,-5.59E-07,-2.23E-02,-7.41E-07,5.28E+03,5.55E+03
0.500000008,3.75E+02,7.10E+00,-4.18E-02,3.26E+02,-1.12E-06,-3.01E-02,-1.21E-06,5.22E+03,5.58E+03
0.600000009,3.76E+02,9.64E+00,-3.30E-02,3.32E+02,-2.99E-07,-2.47E-02,-1.52E-06,5.27E+03,5.54E+03
0.70000001,3.76E+02,1.11E+01,3.17E-03,3.82E+02,-3.63E-06,-1.48E-02,-2.00E-06,5.40E+03,5.52E+03
0.800000012,3.75E+02,1.40E+01,1.20E-01,4.39E+02,-1.99E-05,-1.40E-02,-2.80E-06,5.48E+03,5.57E+03
0.900000013,3.74E+02,2.19E+01,2.89E-01,4.76E+02,-4.97E-05,-1.72E-02,-2.60E-06,5.53E+03,5.61E+03
1.000000015,3.76E+02,3.66E+01,4.71E-01,4.96E+02,-8.59E-05,-1.41E-02,3.21E-06,5.62E+03,5.56E+03
1.100000016,3.81E+02,5.46E+01,5.17E-01,5.22E+02,1.62E-05,-8.92E-03,2.11E-05,5.75E+03,5.50E+03
1.200000018,3.91E+02,7.39E+01,4.49E-01,5.44E+02,-1.24E-04,-6.66E-03,4.90E-05,5.86E+03,5.44E+03
1.300000019,4.06E+02,9.61E+01,4.61E-01,5.54E+02,-3.31E-04,-4.88E-03,8.15E-05,5.96E+03,5.36E+03
1.400000021,4.28E+02,1.23E+02,4.41E-01,5.70E+02,-1.52E-04,-1.70E-03,9.73E-05,6.09E+03,5.27E+03
1.500000022,4.57E+02,1.55E+02,3.02E-01,5.95E+02,3.89E-05,2.47E-03,8.47E-05,6.26E+03,5.16E+03
1.600000024,4.93E+02,1.91E+02,-8.40E-02,6.25E+02,2.54E-04,6.81E-03,4.51E-05,6.45E+03,5.05E+03
1.700000025,5.38E+02,2.32E+02,-7.65E-01,6.59E+02,-5.59E-05,1.14E-02,-2.57E-05,6.67E+03,4.92E+03
1.800000027,5.90E+02,2.75E+02,-1.34E+00,6.99E+02,-2.94E-04,1.60E-02,-1.13E-04,6.89E+03,4.79E+03
1.900000028,6.51E+02,3.19E+02,-1.62E+00,7.47E+02,-4.16E-04,2.01E-02,-2.15E-04,7.13E+03,4.67E+03
2.00000003,7.19E+02,3.62E+02,-1.38E+00,7.95E+02,-3.85E-04,2.37E-02,-3.24E-04,7.37E+03,4.56E+03
2.100000031,7.94E+02,4.04E+02,-8.43E-01,8.44E+02,-1.87E-04,2.70E-02,-4.12E-04,7.59E+03,4.45E+03
2.200000033,8.75E+02,4.44E+02,-2.73E-01,8.96E+02,-1.83E-04,3.01E-02,-4.68E-04,7.81E+03,4.35E+03
2.300000034,9.62E+02,4.82E+02,3.59E-01,9.46E+02,-1.90E-04,3.37E-02,-4.95E-04,8.03E+03,4.26E+03
2.400000036,1.05E+03,5.18E+02,8.83E-01,9.91E+02,1.82E-04,3.83E-02,-4.77E-04,8.24E+03,4.16E+03
2.500000037,1.14E+03,5.53E+02,9.05E-01,1.03E+03,4.33E-04,4.22E-02,-3.80E-04,8.44E+03,4.07E+03
2.600000039,1.24E+03,5.89E+02,6.28E-01,1.07E+03,4.89E-06,4.43E-02,-2.42E-04,8.62E+03,3.98E+03
2.70000004,1.33E+03,6.24E+02,5.36E-01,1.11E+03,-7.46E-04,4.60E-02,-1.73E-04,8.80E+03,3.89E+03
2.800000042,1.42E+03,6.59E+02,9.77E-01,1.15E+03,-6.63E-04,4.74E-02,-2.24E-04,8.98E+03,3.81E+03
2.900000043,1.50E+03,6.91E+02,1.29E+00,1.19E+03,-2.94E-05,4.75E-02,-3.07E-04,9.15E+03,3.76E+03
3.000000045,1.58E+03,7.20E+02,1.35E+00,1.23E+03,-1.36E-04,4.69E-02,-3.81E-04,9.29E+03,3.71E+03
3.100000046,1.65E+03,7.43E+02,1.42E+00,1.27E+03,-1.66E-04,4.59E-02,-4.45E-04,9.41E+03,3.69E+03
3.200000048,1.71E+03,7.60E+02,1.17E+00,1.31E+03,1.60E-04,4.45E-02,-4.77E-04,9.51E+03,3.69E+03
3.300000049,1.76E+03,7.71E+02,6.74E-01,1.34E+03,3.23E-04,4.21E-02,-4.81E-04,9.57E+03,3.70E+03
3.400000051,1.80E+03,7.76E+02,5.73E-02,1.36E+03,4.10E-04,3.70E-02,-4.63E-04,9.57E+03,3.74E+03
3.500000052,1.82E+03,7.73E+02,-6.00E-01,1.36E+03,4.80E-04,2.99E-02,-4.37E-04,9.51E+03,3.80E+03
3.600000054,1.83E+03,7.64E+02,-1.09E+00,1.35E+03,5.74E-04,2.18E-02,-4.08E-04,9.41E+03,3.87E+03
3.700000055,1.82E+03,7.52E+02,-1.57E+00,1.34E+03,5.89E-04,1.19E-02,-3.95E-04,9.28E+03,3.96E+03
3.800000057,1.80E+03,7.36E+02,-1.82E+00,1.31E+03,5.30E-04,8.98E-04,-3.87E-04,9.12E+03,4.06E+03
3.900000058,1.76E+03,7.18E+02,-2.03E+00,1.27E+03,4.59E-04,-1.04E-02,-3.89E-04,8.93E+03,4.15E+03
4.00000006,1.71E+03,6.98E+02,-2.06E+00,1.22E+03,2.72E-05,-2.23E-02,-3.93E-04,8.73E+03,4.24E+03
4.100000061,1.64E+03,6.76E+02,-1.63E+00,1.18E+03,-6.33E-04,-3.40E-02,-3.78E-04,8.52E+03,4.35E+03
4.200000063,1.55E+03,6.52E+02,-7.31E-01,1.12E+03,-1.06E-03,-4.45E-02,-3.41E-04,8.29E+03,4.43E+03
4.300000064,1.45E+03,6.28E+02,3.23E-01,1.06E+03,-1.00E-03,-5.53E-02,-2.87E-04,8.07E+03,4.52E+03
4.400000066,1.34E+03,6.03E+02,1.23E+00,1.01E+03,-7.82E-04,-6.65E-02,-2.36E-04,7.86E+03,4.63E+03
4.500000067,1.21E+03,5.78E+02,2.00E+00,9.48E+02,-8.64E-04,-7.66E-02,-1.86E-04,7.65E+03,4.73E+03
4.600000069,1.08E+03,5.53E+02,2.65E+00,8.83E+02,-8.56E-04,-8.61E-02,-1.25E-04,7.43E+03,4.81E+03
4.70000007,9.36E+02,5.28E+02,2.92E+00,8.20E+02,-3.35E-04,-9.58E-02,-4.05E-05,7.23E+03,4.91E+03
4.800000072,7.87E+02,5.03E+02,2.50E+00,7.43E+02,3.67E-04,-1.04E-01,1.70E-05,7.01E+03,4.98E+03
4.900000073,6.33E+02,4.77E+02,1.61E+00,6.58E+02,1.09E-03,-1.11E-01,2.05E-05,6.79E+03,5.04E+03
5.000000075,4.77E+02,4.49E+02,4.81E-01,5.74E+02,1.46E-03,-1.18E-01,-1.01E-04,6.58E+03,5.10E+03
5.100000076,3.19E+02,4.21E+02,-6.33E-01,4.80E+02,1.15E-03,-1.21E-01,-3.30E-04,6.35E+03,5.11E+03
5.200000078,1.63E+02,3.96E+02,-1.76E+00,3.70E+02,6.71E-04,-1.23E-01,-5.21E-04,6.14E+03,5.08E+03
5.300000079,9.97E+00,3.75E+02,-2.94E+00,2.57E+02,3.45E-04,-1.23E-01,-6.16E-04,5.93E+03,5.01E+03
5.400000081,-1.39E+02,3.59E+02,-4.00E+00,1.37E+02,-1.31E-04,-1.22E-01,-6.97E-04,5.74E+03,4.92E+03
5.500000082,-2.81E+02,3.45E+02,-4.47E+00,1.70E+01,-6.83E-04,-1.20E-01,-8.00E-04,5.56E+03,4.80E+03
5.600000083,-4.17E+02,3.31E+02,-3.92E+00,-1.02E+02,-8.92E-04,-1.16E-01,-9.11E-04,5.39E+03,4.66E+03
5.700000085,-5.43E+02,3.17E+02,-2.61E+00,-2.14E+02,-7.26E-04,-1.10E-01,-1.00E-03,5.23E+03,4.53E+03
5.800000086,-6.60E+02,3.03E+02,-5.20E-01,-3.27E+02,-3.62E-04,-1.04E-01,-1.03E-03,5.07E+03,4.38E+03
5.900000088,-7.67E+02,2.88E+02,1.49E+00,-4.37E+02,-2.58E-04,-9.79E-02,-1.03E-03,4.91E+03,4.24E+03
6.000000089,-8.62E+02,2.72E+02,2.82E+00,-5.36E+02,-5.81E-05,-9.03E-02,-9.09E-04,4.77E+03,4.11E+03
6.100000091,-9.46E+02,2.58E+02,2.97E+00,-6.33E+02,6.84E-05,-8.19E-02,-7.22E-04,4.65E+03,3.97E+03
6.200000092,-1.02E+03,2.45E+02,2.46E+00,-7.24E+02,1.24E-04,-7.31E-02,-5.14E-04,4.55E+03,3.83E+03
6.300000094,-1.08E+03,2.34E+02,1.71E+00,-8.04E+02,2.23E-04,-6.35E-02,-3.20E-04,4.47E+03,3.70E+03
6.400000095,-1.13E+03,2.25E+02,8.24E-01,-8.81E+02,1.88E-04,-5.30E-02,-1.91E-04,4.41E+03,3.57E+03
6.500000097,-1.17E+03,2.17E+02,9.64E-02,-9.54E+02,2.84E-04,-4.19E-02,-9.45E-05,4.37E+03,3.43E+03
6.600000098,-1.20E+03,2.08E+02,-7.70E-01,-1.01E+03,9.12E-04,-3.01E-02,9.20E-05,4.34E+03,3.31E+03
6.7000001,-1.22E+03,1.96E+02,-2.18E+00,-1.07E+03,1.24E-03,-1.86E-02,3.35E-04,4.31E+03,3.21E+03
6.800000101,-1.23E+03,1.83E+02,-3.66E+00,-1.12E+03,5.46E-04,-7.87E-03,4.96E-04,4.28E+03,3.13E+03
6.900000103,-1.23E+03,1.66E+02,-4.50E+00,-1.15E+03,1.29E-05,2.15E-03,6.01E-04,4.24E+03,3.07E+03
7.000000104,-1.23E+03,1.47E+02,-4.58E+00,-1.18E+03,1.79E-05,1.12E-02,5.99E-04,4.20E+03,3.05E+03
7.100000106,-1.21E+03,1.25E+02,-3.91E+00,-1.20E+03,-4.51E-04,1.89E-02,3.43E-04,4.15E+03,3.05E+03
7.200000107,-1.20E+03,9.90E+01,-2.24E+00,-1.21E+03,-4.85E-04,2.53E-02,-1.08E-04,4.10E+03,3.09E+03
7.300000109,-1.17E+03,7.24E+01,6.60E-02,-1.21E+03,1.95E-04,3.07E-02,-6.09E-04,4.03E+03,3.13E+03
7.40000011,-1.15E+03,4.48E+01,2.12E+00,-1.21E+03,5.41E-04,3.59E-02,-9.84E-04,3.98E+03,3.20E+03
7.500000112,-1.12E+03,1.74E+01,2.94E+00,-1.20E+03,6.70E-04,4.02E-02,-1.06E-03,3.93E+03,3.28E+03
7.600000113,-1.09E+03,-9.89E+00,2.24E+00,-1.17E+03,3.15E-04,4.38E-02,-8.78E-04,3.89E+03,3.38E+03
7.700000115,-1.05E+03,-3.73E+01,7.01E-01,-1.14E+03,-6.98E-05,4.69E-02,-5.74E-04,3.85E+03,3.49E+03
7.800000116,-1.02E+03,-6.49E+01,-9.75E-01,-1.11E+03,-4.50E-04,4.94E-02,-2.54E-04,3.82E+03,3.61E+03
7.900000118,-9.77E+02,-9.19E+01,-1.96E+00,-1.08E+03,-4.70E-04,5.09E-02,2.88E-06,3.78E+03,3.74E+03
8.000000119,-9.39E+02,-1.18E+02,-2.05E+00,-1.04E+03,-6.09E-05,5.21E-02,1.63E-04,3.75E+03,3.88E+03
8.100000121,-8.99E+02,-1.43E+02,-1.62E+00,-9.94E+02,4.37E-05,5.29E-02,2.52E-04,3.72E+03,4.01E+03
8.200000122,-8.59E+02,-1.66E+02,-8.08E-01,-9.46E+02,9.47E-05,5.30E-02,2.33E-04,3.69E+03,4.14E+03
8.300000124,-8.19E+02,-1.87E+02,-6.22E-02,-9.00E+02,5.20E-04,5.27E-02,6.22E-05,3.67E+03,4.27E+03
8.400000125,-7.78E+02,-2.05E+02,1.46E-01,-8.48E+02,6.22E-04,5.15E-02,-1.83E-04,3.67E+03,4.39E+03
8.500000127,-7.37E+02,-2.19E+02,-1.48E-01,-7.97E+02,2.77E-04,5.03E-02,-4.55E-04,3.67E+03,4.51E+03
8.600000128,-6.96E+02,-2.30E+02,-7.25E-01,-7.48E+02,5.84E-05,4.85E-02,-7.26E-04,3.67E+03,4.61E+03
8.70000013,-6.55E+02,-2.37E+02,-1.27E+00,-6.99E+02,2.90E-04,4.59E-02,-9.43E-04,3.69E+03,4.71E+03
8.800000131,-6.15E+02,-2.41E+02,-1.90E+00,-6.55E+02,1.44E-04,4.34E-02,-1.01E-03,3.71E+03,4.79E+03
8.900000133,-5.74E+02,-2.42E+02,-2.31E+00,-6.08E+02,4.76E-05,4.05E-02,-9.59E-04,3.74E+03,4.87E+03
9.000000134,-5.34E+02,-2.41E+02,-2.60E+00,-5.71E+02,-7.38E-05,3.69E-02,-7.87E-04,3.76E+03,4.93E+03
9.100000136,-4.95E+02,-2.40E+02,-2.58E+00,-5.39E+02,-4.03E-04,3.39E-02,-4.74E-04,3.78E+03,4.98E+03
9.200000137,-4.57E+02,-2.37E+02,-2.02E+00,-5.05E+02,-5.76E-04,3.11E-02,-4.97E-05,3.81E+03,5.02E+03
9.300000139,-4.21E+02,-2.34E+02,-8.13E-01,-4.77E+02,-3.83E-04,2.77E-02,4.21E-04,3.83E+03,5.06E+03
9.40000014,-3.86E+02,-2.30E+02,8.29E-01,-4.48E+02,-3.04E-06,2.39E-02,8.61E-04,3.84E+03,5.10E+03
9.500000142,-3.53E+02,-2.25E+02,2.11E+00,-4.17E+02,2.48E-04,1.98E-02,1.12E-03,3.86E+03,5.15E+03
9.600000143,-3.22E+02,-2.19E+02,2.60E+00,-4.00E+02,3.50E-04,1.57E-02,1.12E-03,3.87E+03,5.17E+03
9.700000145,-2.94E+02,-2.13E+02,2.12E+00,-3.86E+02,3.24E-04,1.11E-02,8.50E-04,3.88E+03,5.20E+03
9.800000146,-2.70E+02,-2.08E+02,8.24E-01,-3.71E+02,3.34E-04,6.61E-03,3.61E-04,3.89E+03,5.23E+03
9.900000148,-2.49E+02,-2.05E+02,-1.05E+00,-3.69E+02,1.41E-04,2.59E-03,-2.32E-04,3.88E+03,5.25E+03
10.00000015,-2.31E+02,-2.04E+02,-2.80E+00,-3.67E+02,-2.04E-04,-1.42E-03,-7.53E-04,3.86E+03,5.28E+03
10.10000015,-2.18E+02,-2.06E+02,-3.86E+00,-3.60E+02,-1.95E-04,-4.80E-03,-1.10E-03,3.85E+03,5.32E+03
10.20000015,-2.09E+02,-2.08E+02,-4.21E+00,-3.60E+02,-2.23E-04,-7.97E-03,-1.21E-03,3.82E+03,5.36E+03
10.30000015,-2.04E+02,-2.10E+02,-3.59E+00,-3.57E+02,-4.66E-04,-1.18E-02,-1.06E-03,3.79E+03,5.39E+03
10.40000016,-2.04E+02,-2.09E+02,-2.13E+00,-3.53E+02,-3.63E-04,-1.52E-02,-7.15E-04,3.77E+03,5.41E+03
10.50000016,-2.08E+02,-2.05E+02,-3.75E-01,-3.57E+02,-1.59E-04,-1.86E-02,-2.49E-04,3.75E+03,5.41E+03
10.60000016,-2.16E+02,-1.99E+02,1.30E+00,-3.57E+02,-2.07E-04,-2.17E-02,2.57E-04,3.75E+03,5.41E+03
10.70000016,-2.27E+02,-1.93E+02,2.68E+00,-3.60E+02,-2.33E-04,-2.37E-02,6.87E-04,3.75E+03,5.39E+03
10.80000016,-2.42E+02,-1.86E+02,3.60E+00,-3.63E+02,-5.36E-04,-2.52E-02,9.79E-04,3.75E+03,5.37E+03
10.90000016,-2.60E+02,-1.79E+02,4.29E+00,-3.59E+02,-4.45E-04,-2.62E-02,1.12E-03,3.77E+03,5.35E+03
11.00000016,-2.79E+02,-1.72E+02,4.34E+00,-3.57E+02,9.71E-05,-2.67E-02,1.08E-03,3.80E+03,5.34E+03
11.10000017,-3.00E+02,-1.62E+02,3.55E+00,-3.61E+02,1.58E-04,-2.64E-02,8.32E-04,3.83E+03,5.30E+03
11.20000017,-3.21E+02,-1.50E+02,2.11E+00,-3.49E+02,2.47E-04,-2.57E-02,4.48E-04,3.90E+03,5.28E+03
11.30000017,-3.42E+02,-1.36E+02,-1.83E-01,-3.46E+02,2.18E-04,-2.48E-02,-1.03E-05,3.97E+03,5.23E+03
11.40000017,-3.62E+02,-1.18E+02,-2.60E+00,-3.46E+02,-6.36E-05,-2.32E-02,-4.35E-04,4.04E+03,5.16E+03
11.50000017,-3.79E+02,-9.67E+01,-4.58E+00,-3.38E+02,-1.06E-04,-2.09E-02,-7.25E-04,4.15E+03,5.09E+03
11.60000017,-3.93E+02,-7.34E+01,-5.70E+00,-3.36E+02,-1.75E-05,-1.84E-02,-8.30E-04,4.25E+03,5.00E+03
11.70000017,-4.04E+02,-4.82E+01,-5.82E+00,-3.25E+02,-1.19E-04,-1.57E-02,-7.74E-04,4.37E+03,4.91E+03
11.80000018,-4.09E+02,-2.18E+01,-4.92E+00,-3.11E+02,-3.09E-06,-1.26E-02,-5.72E-04,4.49E+03,4.81E+03
11.90000018,-4.10E+02,5.14E+00,-3.49E+00,-3.02E+02,2.10E-04,-8.95E-03,-2.78E-04,4.61E+03,4.70E+03
12.00000018,-4.04E+02,3.15E+01,-1.89E+00,-2.81E+02,4.81E-05,-5.19E-03,2.22E-05,4.75E+03,4.60E+03
12.10000018,-3.91E+02,5.67E+01,-3.27E-01,-2.66E+02,-2.03E-04,-1.08E-03,2.86E-04,4.87E+03,4.50E+03
12.20000018,-3.72E+02,7.99E+01,1.04E+00,-2.49E+02,-1.78E-04,3.00E-03,4.74E-04,4.99E+03,4.41E+03
12.30000018,-3.45E+02,1.00E+02,1.93E+00,-2.22E+02,-7.63E-05,7.25E-03,5.56E-04,5.12E+03,4.34E+03
12.40000018,-3.12E+02,1.17E+02,2.35E+00,-2.00E+02,-2.47E-04,1.20E-02,5.04E-04,5.24E+03,4.27E+03
12.50000019,-2.71E+02,1.31E+02,2.37E+00,-1.76E+02,-1.88E-04,1.66E-02,3.36E-04,5.35E+03,4.22E+03
12.60000019,-2.23E+02,1.40E+02,1.94E+00,-1.37E+02,-3.75E-04,2.13E-02,7.87E-05,5.46E+03,4.21E+03
12.70000019,-1.69E+02,1.47E+02,1.46E+00,-1.03E+02,-5.36E-04,2.65E-02,-2.46E-04,5.56E+03,4.19E+03
12.80000019,-1.10E+02,1.52E+02,9.65E-01,-6.31E+01,-4.51E-04,3.18E-02,-5.84E-04,5.66E+03,4.19E+03
12.90000019,-4.52E+01,1.55E+02,6.68E-01,-1.23E+01,-3.11E-04,3.67E-02,-8.97E-04,5.77E+03,4.22E+03
13.00000019,2.37E+01,1.57E+02,5.19E-01,3.62E+01,-1.25E-04,4.12E-02,-1.11E-03,5.88E+03,4.24E+03
13.1000002,9.58E+01,1.59E+02,2.73E-01,8.98E+01,6.12E-05,4.52E-02,-1.19E-03,5.98E+03,4.28E+03
13.2000002,1.70E+02,1.59E+02,-5.24E-02,1.38E+02,3.52E-04,4.78E-02,-1.09E-03,6.06E+03,4.32E+03
13.3000002,2.46E+02,1.57E+02,-4.53E-01,1.85E+02,3.25E-04,4.95E-02,-8.21E-04,6.12E+03,4.38E+03
13.4000002,3.22E+02,1.53E+02,-7.38E-01,2.35E+02,2.22E-04,5.07E-02,-4.51E-04,6.18E+03,4.44E+03
13.5000002,3.97E+02,1.49E+02,-1.04E+00,2.75E+02,1.06E-06,5.09E-02,-7.52E-05,6.21E+03,4.50E+03
13.6000002,4.70E+02,1.45E+02,-1.09E+00,3.18E+02,-3.61E-04,4.99E-02,1.89E-04,6.24E+03,4.57E+03
13.7000002,5.41E+02,1.40E+02,-7.85E-01,3.68E+02,4.61E-05,4.85E-02,2.83E-04,6.28E+03,4.66E+03
13.80000021,6.08E+02,1.35E+02,-6.03E-01,4.03E+02,5.28E-04,4.69E-02,2.46E-04,6.29E+03,4.73E+03
13.90000021,6.70E+02,1.30E+02,-7.07E-01,4.40E+02,4.71E-04,4.48E-02,1.32E-04,6.30E+03,4.80E+03
14.00000021,7.28E+02,1.23E+02,-1.04E+00,4.84E+02,2.45E-04,4.24E-02,-4.04E-05,6.31E+03,4.89E+03
14.10000021,7.80E+02,1.17E+02,-1.44E+00,5.31E+02,-1.48E-05,3.96E-02,-2.30E-04,6.32E+03,4.99E+03
14.20000021,8.26E+02,1.10E+02,-1.70E+00,5.76E+02,5.31E-07,3.72E-02,-4.05E-04,6.34E+03,5.08E+03
14.30000021,8.66E+02,1.04E+02,-1.77E+00,6.21E+02,-1.49E-04,3.42E-02,-5.00E-04,6.35E+03,5.17E+03
14.40000021,8.99E+02,9.96E+01,-1.35E+00,6.65E+02,-3.32E-04,3.08E-02,-5.08E-04,6.36E+03,5.26E+03
14.50000022,9.27E+02,9.72E+01,-6.11E-01,7.08E+02,-2.11E-04,2.71E-02,-4.52E-04,6.37E+03,5.34E+03
14.60000022,9.49E+02,9.68E+01,1.34E-01,7.50E+02,6.76E-05,2.32E-02,-3.45E-04,6.39E+03,5.41E+03
14.70000022,9.65E+02,9.85E+01,5.91E-01,7.93E+02,1.31E-04,1.97E-02,-1.97E-04,6.43E+03,5.48E+03
14.80000022,9.75E+02,1.02E+02,7.35E-01,8.33E+02,-6.71E-05,1.63E-02,-3.59E-05,6.46E+03,5.54E+03
14.90000022,9.81E+02,1.09E+02,6.31E-01,8.67E+02,-1.41E-04,1.28E-02,9.89E-05,6.50E+03,5.58E+03
15.00000022,9.83E+02,1.17E+02,2.92E-01,8.99E+02,-1.88E-04,9.13E-03,2.00E-04,6.54E+03,5.61E+03
15.10000023,9.81E+02,1.29E+02,7.44E-02,9.23E+02,-3.59E-04,5.92E-03,2.67E-04,6.59E+03,5.62E+03
15.20000023,9.76E+02,1.43E+02,1.17E-01,9.46E+02,-2.74E-04,3.36E-03,2.95E-04,6.65E+03,5.62E+03
15.30000023,9.68E+02,1.59E+02,2.02E-01,9.70E+02,1.24E-05,1.09E-03,2.82E-04,6.72E+03,5.61E+03
15.40000023,9.59E+02,1.78E+02,2.65E-01,9.79E+02,2.45E-05,-1.44E-03,2.42E-04,6.77E+03,5.57E+03
15.50000023,9.48E+02,1.98E+02,2.87E-01,9.83E+02,-1.10E-05,-3.67E-03,1.87E-04,6.83E+03,5.53E+03
15.60000023,9.36E+02,2.19E+02,2.83E-01,9.84E+02,1.77E-04,-5.39E-03,1.27E-04,6.90E+03,5.47E+03
15.70000023,9.23E+02,2.40E+02,7.72E-02,9.76E+02,1.67E-04,-6.71E-03,7.58E-05,6.95E+03,5.39E+03
15.80000024,9.09E+02,2.60E+02,-7.36E-02,9.75E+02,-5.83E-05,-8.42E-03,3.76E-05,7.01E+03,5.34E+03
15.90000024,8.95E+02,2.78E+02,-1.15E-01,9.68E+02,2.84E-04,-9.89E-03,2.85E-05,7.05E+03,5.28E+03
16.00000024,8.80E+02,2.92E+02,-3.37E-01,9.49E+02,6.98E-04,-1.14E-02,6.35E-05,7.07E+03,5.22E+03
16.10000024,8.65E+02,3.01E+02,-7.16E-01,9.35E+02,6.06E-04,-1.30E-02,1.40E-04,7.07E+03,5.19E+03
16.20000024,8.49E+02,3.05E+02,-1.33E+00,9.07E+02,6.42E-04,-1.45E-02,2.84E-04,7.05E+03,5.15E+03
16.30000024,8.32E+02,3.05E+02,-2.10E+00,8.72E+02,1.24E-04,-1.59E-02,4.13E-04,6.99E+03,5.12E+03
16.40000024,8.13E+02,3.01E+02,-2.42E+00,8.37E+02,-4.13E-04,-1.76E-02,4.68E-04,6.92E+03,5.10E+03
16.50000025,7.92E+02,2.95E+02,-2.08E+00,7.91E+02,-5.30E-04,-1.98E-02,4.07E-04,6.83E+03,5.08E+03
16.60000025,7.68E+02,2.86E+02,-1.20E+00,7.46E+02,-5.04E-04,-2.22E-02,2.35E-04,6.73E+03,5.07E+03
16.70000025,7.41E+02,2.74E+02,1.99E-01,6.97E+02,-3.49E-04,-2.49E-02,1.14E-05,6.61E+03,5.07E+03
16.80000025,7.10E+02,2.61E+02,1.62E+00,6.37E+02,1.71E-04,-2.78E-02,-1.57E-04,6.47E+03,5.06E+03
16.90000025,6.75E+02,2.44E+02,2.35E+00,5.84E+02,5.38E-04,-3.10E-02,-2.20E-04,6.33E+03,5.08E+03
17.00000025,6.36E+02,2.25E+02,2.29E+00,5.28E+02,4.38E-04,-3.41E-02,-2.07E-04,6.18E+03,5.10E+03
17.10000025,5.92E+02,2.04E+02,1.62E+00,4.62E+02,5.11E-04,-3.74E-02,-1.11E-04,6.01E+03,5.12E+03
17.20000026,5.42E+02,1.80E+02,2.79E-01,3.98E+02,6.88E-04,-4.06E-02,3.22E-05,5.84E+03,5.15E+03
17.30000026,4.87E+02,1.55E+02,-1.36E+00,3.32E+02,5.54E-04,-4.37E-02,1.57E-04,5.66E+03,5.19E+03
17.40000026,4.26E+02,1.28E+02,-2.85E+00,2.57E+02,1.84E-04,-4.66E-02,2.41E-04,5.46E+03,5.21E+03
17.50000026,3.61E+02,1.02E+02,-3.72E+00,1.87E+02,1.08E-04,-5.01E-02,2.96E-04,5.27E+03,5.25E+03
17.60000026,2.90E+02,7.42E+01,-4.01E+00,1.20E+02,3.21E-04,-5.32E-02,3.16E-04,5.08E+03,5.29E+03
17.70000026,2.15E+02,4.67E+01,-3.76E+00,5.08E+01,4.77E-04,-5.51E-02,2.81E-04,4.90E+03,5.32E+03
17.80000027,1.36E+02,1.96E+01,-3.13E+00,-9.14E+00,7.68E-04,-5.70E-02,2.06E-04,4.72E+03,5.35E+03
17.90000027,5.34E+01,-6.31E+00,-2.58E+00,-6.54E+01,1.03E-03,-5.91E-02,9.69E-05,4.55E+03,5.39E+03
18.00000027,-3.12E+01,-3.09E+01,-2.29E+00,-1.17E+02,6.90E-04,-6.00E-02,-7.64E-05,4.40E+03,5.42E+03
18.10000027,-1.17E+02,-5.25E+01,-2.06E+00,-1.70E+02,1.90E-04,-6.03E-02,-2.61E-04,4.26E+03,5.43E+03
18.20000027,-2.03E+02,-7.06E+01,-1.82E+00,-2.24E+02,-1.35E-04,-5.99E-02,-4.07E-04,4.13E+03,5.42E+03
18.30000027,-2.88E+02,-8.38E+01,-1.37E+00,-2.77E+02,-2.31E-04,-5.83E-02,-4.80E-04,4.03E+03,5.39E+03
18.40000027,-3.72E+02,-9.07E+01,-5.98E-01,-3.35E+02,-2.42E-04,-5.60E-02,-4.76E-04,3.95E+03,5.32E+03
18.50000028,-4.51E+02,-9.16E+01,3.69E-01,-3.82E+02,3.74E-06,-5.32E-02,-4.00E-04,3.90E+03,5.24E+03
18.60000028,-5.27E+02,-8.60E+01,1.17E+00,-4.26E+02,2.73E-04,-4.98E-02,-2.96E-04,3.89E+03,5.15E+03
18.70000028,-5.97E+02,-7.45E+01,1.38E+00,-4.70E+02,6.02E-04,-4.64E-02,-2.06E-04,3.90E+03,5.03E+03
18.80000028,-6.60E+02,-5.94E+01,8.07E-01,-5.04E+02,2.80E-04,-4.24E-02,-1.85E-04,3.93E+03,4.91E+03
18.90000028,-7.15E+02,-4.27E+01,1.08E-02,-5.38E+02,-3.52E-04,-3.74E-02,-2.00E-04,3.98E+03,4.77E+03
19.00000028,-7.62E+02,-2.61E+01,-5.18E-01,-5.60E+02,-3.25E-04,-3.18E-02,-2.06E-04,4.05E+03,4.65E+03
19.10000028,-8.01E+02,-1.08E+01,-8.83E-01,-5.83E+02,-6.13E-05,-2.55E-02,-2.07E-04,4.11E+03,4.53E+03
19.20000029,-8.29E+02,2.31E+00,-8.58E-01,-6.16E+02,-3.79E-04,-1.94E-02,-2.20E-04,4.15E+03,4.40E+03
