T,H,Surge,Sway,Heave,Roll,Pitch,Yaw,Force1,Force2
652.1000097,-7.29E+01,1.54E+01,-1.44E+00,-1.53E+02,-6.09E-04,1.88E-02,-3.13E-04,5.00E+03,4.64E+03
653.1000097,6.61E+01,-4.98E+01,-6.38E-01,-1.63E+00,-4.63E-05,7.86E-03,-1.99E-04,4.88E+03,5.12E+03
654.1000097,9.10E+01,-4.51E+00,-2.27E+00,9.56E+01,-2.47E-04,-3.61E-06,-5.10E-04,5.11E+03,5.14E+03
655.1000098,1.37E+02,6.65E+01,2.03E-01,1.22E+02,2.71E-04,5.29E-03,-1.39E-04,5.41E+03,4.88E+03
656.1000098,1.82E+02,3.39E+01,-1.04E+00,1.39E+02,5.20E-04,4.08E-03,1.30E-04,5.32E+03,5.03E+03
657.1000098,1.36E+02,-3.16E+01,-2.84E+00,8.99E+01,9.32E-04,-8.36E-03,4.46E-05,4.96E+03,5.29E+03
658.1000098,-2.59E+01,-2.44E+01,3.63E+00,-4.45E+01,-1.23E-04,-1.67E-02,3.37E-04,4.74E+03,5.13E+03
659.1000098,-1.83E+02,3.55E+01,4.16E+00,-1.66E+02,-8.15E-04,-8.81E-03,1.24E-04,4.84E+03,4.72E+03
660.1000098,-2.15E+02,-4.38E-02,-4.27E+00,-2.24E+02,-3.80E-04,1.87E-03,4.89E-05,4.76E+03,4.73E+03
661.1000099,-1.35E+02,-8.45E+01,-3.31E+00,-2.25E+02,-1.23E-04,-1.25E-03,1.13E-04,4.44E+03,5.04E+03
662.1000099,-7.52E+01,2.40E+01,6.07E-01,-5.53E+01,7.50E-05,1.19E-02,-3.86E-05,5.10E+03,4.77E+03
663.1000099,1.66E+02,1.80E+02,3.70E+00,2.10E+02,1.60E-04,3.06E-02,-2.96E-04,6.08E+03,4.43E+03
664.1000099,5.64E+02,1.34E+02,3.59E+00,3.22E+02,8.82E-04,1.16E-02,-2.92E-04,5.92E+03,4.84E+03
665.1000099,3.64E+02,-5.81E+00,5.78E+00,2.18E+02,2.07E-04,-3.03E-02,5.98E-05,5.03E+03,5.48E+03
666.1000099,-2.35E+02,1.76E+01,-3.78E+00,-9.04E+01,-5.66E-05,-4.57E-02,-1.78E-04,4.68E+03,5.18E+03
667.1000099,-4.69E+02,-1.66E+01,1.84E-01,-4.73E+02,-4.83E-05,-1.74E-02,7.14E-06,4.26E+03,4.61E+03
668.10001,-4.98E+02,-5.46E+01,3.26E+00,-5.23E+02,2.33E-05,1.54E-02,2.46E-04,4.28E+03,4.45E+03
669.10001,-2.92E+02,-9.15E+01,-5.54E+00,-2.61E+02,1.03E-04,2.77E-02,1.33E-04,4.59E+03,4.84E+03
670.10001,1.66E+02,-7.30E+00,1.24E-01,6.23E+01,4.88E-04,2.98E-02,-9.20E-05,5.26E+03,4.91E+03
671.10001,4.10E+02,7.86E+01,6.41E+00,3.45E+02,-2.17E-04,1.70E-02,5.87E-06,5.78E+03,5.01E+03
672.10001,4.73E+02,7.07E+01,-5.40E+00,4.42E+02,-1.96E-04,-7.44E-03,1.95E-04,5.74E+03,5.36E+03
673.10001,3.53E+02,6.40E+01,-2.71E+00,2.88E+02,-1.34E-03,-2.01E-02,-8.08E-05,5.43E+03,5.27E+03
674.10001,3.60E+00,3.17E+01,-2.13E+00,4.63E+01,-3.45E-04,-2.27E-02,-7.55E-06,5.02E+03,5.11E+03
675.1000101,-2.35E+02,-3.48E+01,9.91E-01,-2.30E+02,-5.89E-05,-1.80E-02,-3.98E-04,4.48E+03,4.97E+03
676.1000101,-3.81E+02,-5.12E+01,1.54E+00,-4.07E+02,6.39E-05,-3.35E-03,-2.65E-04,4.31E+03,4.71E+03
677.1000101,-4.24E+02,-7.08E+01,-3.79E+00,-4.00E+02,-4.03E-04,5.46E-03,3.48E-05,4.33E+03,4.74E+03
678.1000101,-2.31E+02,-5.58E+01,-6.28E-01,-2.82E+02,6.64E-04,1.26E-02,8.35E-05,4.56E+03,4.78E+03
679.1000101,8.06E+00,3.72E+01,4.20E+00,-6.09E+00,1.89E-04,2.50E-02,9.49E-06,5.28E+03,4.69E+03
680.1000101,3.26E+02,9.55E+01,9.98E-01,3.21E+02,-4.27E-05,2.89E-02,3.34E-05,5.92E+03,4.87E+03
681.1000101,6.16E+02,9.84E+01,-1.08E+00,4.79E+02,-1.86E-04,1.13E-02,6.00E-05,6.00E+03,5.17E+03
682.1000102,4.46E+02,4.42E+01,-6.84E-01,3.60E+02,-2.64E-04,-2.65E-02,1.44E-04,5.41E+03,5.47E+03
683.1000102,-6.38E+01,-1.86E+01,1.70E+00,-5.88E+01,-9.74E-05,-5.33E-02,1.17E-04,4.53E+03,5.38E+03
684.1000102,-5.35E+02,-2.71E+01,1.33E+00,-4.83E+02,-6.03E-04,-3.28E-02,1.14E-04,4.11E+03,4.74E+03
685.1000102,-6.39E+02,2.67E+01,-1.11E+00,-5.44E+02,9.87E-05,1.70E-02,1.53E-04,4.56E+03,4.15E+03
686.1000102,-1.91E+02,-2.13E+01,-2.01E+00,-2.45E+02,2.15E-04,4.79E-02,-1.86E-05,4.99E+03,4.49E+03
687.1000102,2.67E+02,-8.75E+01,7.60E-01,4.55E+01,-1.02E-03,2.24E-02,1.08E-04,4.90E+03,5.20E+03
688.1000103,2.62E+02,-2.93E+01,1.08E+00,2.51E+02,1.82E-04,-9.22E-03,-9.96E-05,5.14E+03,5.46E+03
689.1000103,1.79E+02,1.34E+02,4.34E+00,2.51E+02,-2.53E-04,-5.85E-03,4.25E-04,5.71E+03,4.87E+03
690.1000103,2.58E+02,9.76E+01,-5.68E+00,1.63E+02,-1.36E-03,-8.93E-04,5.71E-04,5.54E+03,4.88E+03
691.1000103,1.73E+02,-3.17E+01,-3.79E+00,1.04E+02,2.34E-04,-8.81E-03,3.19E-04,4.97E+03,5.31E+03
692.1000103,-2.19E+01,6.42E+01,6.99E+00,6.66E+01,1.91E-04,-4.61E-03,1.24E-04,5.25E+03,4.87E+03
693.1000103,-3.17E+01,1.97E+01,9.14E-01,-1.13E+02,2.83E-06,-9.66E-03,1.14E-04,4.86E+03,4.86E+03
694.1000103,-2.40E+02,-1.27E+02,-3.08E+00,-4.01E+02,2.62E-04,-3.10E-02,8.85E-05,3.90E+03,5.19E+03
695.1000104,-6.69E+02,-8.26E+01,4.85E+00,-5.36E+02,-9.23E-05,-2.13E-02,3.25E-04,3.92E+03,4.77E+03
696.1000104,-5.07E+02,2.68E+01,4.04E-01,-4.36E+02,-2.96E-04,3.21E-02,1.08E-04,4.79E+03,4.18E+03
697.1000104,1.28E+02,2.70E+01,2.75E+00,-3.02E+01,6.29E-05,5.83E-02,-2.00E-04,5.48E+03,4.50E+03
698.1000104,5.37E+02,-1.23E+01,-8.32E-01,4.17E+02,7.62E-04,2.68E-02,-1.43E-04,5.66E+03,5.38E+03
699.1000104,6.12E+02,2.05E+01,-1.18E+00,5.42E+02,-2.69E-04,-1.67E-02,5.34E-05,5.62E+03,5.70E+03
700.1000104,3.74E+02,1.26E+02,-1.48E-01,3.73E+02,2.43E-04,-2.65E-02,5.49E-05,5.71E+03,5.21E+03
701.1000104,8.34E+01,1.19E+02,4.12E+00,1.36E+02,5.97E-05,-1.53E-02,-2.84E-04,5.46E+03,4.85E+03
702.1000105,-2.28E+01,2.76E+01,-1.74E+00,-6.14E+01,-8.33E-04,-2.91E-03,7.58E-05,5.00E+03,4.85E+03
703.1000105,-1.78E+02,-9.25E+01,-6.26E+00,-2.62E+02,-4.25E-04,-1.39E-02,2.16E-04,4.30E+03,5.12E+03
704.1000105,-4.57E+02,-1.37E+02,5.30E+00,-4.71E+02,-1.89E-04,-2.75E-02,2.58E-06,3.77E+03,5.08E+03
705.1000105,-6.49E+02,-5.26E+01,8.52E-01,-5.80E+02,-1.43E-04,-5.84E-03,8.45E-05,4.09E+03,4.52E+03
706.1000105,-4.62E+02,-5.04E+00,-2.51E+00,-4.34E+02,4.49E-04,2.96E-02,2.44E-04,4.68E+03,4.32E+03
707.1000105,3.75E+01,-5.29E+01,3.58E-01,-7.61E+01,-1.16E-04,3.90E-02,-5.18E-05,5.00E+03,4.84E+03
708.1000106,4.06E+02,9.25E+00,2.11E-02,3.49E+02,-6.29E-04,2.90E-02,-5.59E-05,5.65E+03,5.20E+03
709.1000106,6.18E+02,1.16E+02,-3.36E-01,5.90E+02,1.50E-04,9.34E-03,1.01E-04,6.18E+03,5.26E+03
710.1000106,6.35E+02,1.15E+02,2.67E-01,5.08E+02,-3.86E-04,-1.72E-02,3.58E-05,5.89E+03,5.34E+03
711.1000106,2.41E+02,4.32E+01,-2.91E+00,2.39E+02,-3.58E-05,-3.57E-02,-1.67E-04,5.21E+03,5.41E+03
712.1000106,-1.78E+02,2.99E+01,-1.25E-01,-9.60E+01,9.86E-05,-2.64E-02,-1.23E-04,4.82E+03,4.97E+03
713.1000106,-3.18E+02,-1.05E+01,2.15E-01,-3.38E+02,-3.83E-04,-3.80E-03,-4.88E-05,4.53E+03,4.65E+03
714.1000106,-3.69E+02,-8.65E+01,-4.43E+00,-4.09E+02,-2.95E-04,3.21E-03,1.34E-04,4.25E+03,4.80E+03
715.1000107,-3.51E+02,-8.61E+01,-1.21E+00,-3.71E+02,-5.08E-04,1.31E-03,-3.44E-04,4.27E+03,4.84E+03
716.1000107,-2.44E+02,-8.07E+00,7.32E-01,-2.56E+02,6.42E-04,9.73E-03,-2.05E-04,4.73E+03,4.66E+03
717.1000107,-7.41E+01,3.18E+01,2.50E+00,-7.81E+01,-2.03E-04,1.74E-02,2.26E-04,5.13E+03,4.67E+03
718.1000107,1.50E+02,1.02E+01,1.50E+00,9.96E+01,-4.48E-04,1.61E-02,-3.50E-05,5.26E+03,4.97E+03
719.1000107,2.76E+02,-1.66E+01,-2.21E+00,2.11E+02,-3.32E-04,5.57E-03,-1.75E-04,5.24E+03,5.28E+03
720.1000107,2.75E+02,9.06E+00,-2.83E-01,2.45E+02,3.94E-04,-4.88E-03,2.04E-04,5.30E+03,5.30E+03
721.1000107,2.35E+02,1.01E+02,2.74E+00,2.40E+02,-1.61E-04,2.82E-04,2.92E-04,5.63E+03,4.93E+03
722.1000108,2.01E+02,6.49E+01,-1.60E+00,1.76E+02,2.08E-05,-2.29E-03,9.86E-06,5.42E+03,5.01E+03
723.1000108,6.81E+01,-7.65E+01,-3.70E+00,-5.71E+01,-6.97E-04,-2.75E-02,-1.45E-04,4.50E+03,5.40E+03
724.1000108,-3.25E+02,-5.91E+01,-3.99E-02,-2.87E+02,-3.05E-04,-2.92E-02,-1.58E-04,4.26E+03,5.06E+03
725.1000108,-4.99E+02,4.90E+01,-1.96E+00,-3.79E+02,4.99E-05,3.46E-03,-1.71E-04,4.75E+03,4.36E+03
726.1000108,-1.65E+02,6.61E+00,-1.03E-01,-2.64E+02,-1.55E-04,3.01E-02,1.51E-04,4.92E+03,4.47E+03
727.1000108,9.15E+01,-6.78E+01,2.86E+00,-8.61E+00,-1.49E-04,2.21E-02,6.77E-04,4.90E+03,5.07E+03
728.1000108,1.82E+02,-4.05E+01,-1.17E+00,1.77E+02,2.33E-04,-1.64E-04,1.37E-05,5.08E+03,5.36E+03
729.1000109,2.48E+02,9.21E+01,8.77E-01,2.05E+02,2.14E-04,1.05E-03,-7.71E-04,5.57E+03,4.92E+03
730.1000109,1.71E+02,9.81E+01,1.80E+00,1.67E+02,3.71E-04,-1.20E-03,1.55E-07,5.53E+03,4.87E+03
731.1000109,4.54E+01,-7.19E+01,3.01E+00,-4.98E+01,-4.96E-04,-2.57E-02,2.02E-04,4.51E+03,5.35E+03
732.1000109,-2.78E+02,-9.44E+01,-6.69E+00,-3.00E+02,-8.05E-05,-2.73E-02,-5.84E-04,4.16E+03,5.18E+03
733.1000109,-4.93E+02,5.97E+01,-4.33E+00,-3.42E+02,1.09E-04,2.97E-03,-5.09E-04,4.83E+03,4.38E+03
734.1000109,-1.20E+02,3.33E+01,1.54E+00,-1.80E+02,5.68E-04,3.47E-02,-3.18E-04,5.14E+03,4.45E+03
735.100011,2.39E+02,-4.98E+01,7.44E+00,5.04E+01,5.44E-04,2.18E-02,-1.59E-04,5.02E+03,5.07E+03
736.100011,2.61E+02,-5.78E+01,3.69E+00,2.56E+02,-3.77E-04,-6.77E-03,4.05E-04,5.05E+03,5.54E+03
737.100011,2.89E+02,1.35E+02,-6.14E+00,3.25E+02,5.55E-04,4.82E-04,-1.26E-04,5.88E+03,4.95E+03
738.100011,3.79E+02,1.81E+02,1.39E+00,3.33E+02,-6.50E-04,1.10E-02,-1.37E-05,6.09E+03,4.70E+03
739.100011,3.22E+02,3.83E+01,4.20E-01,2.26E+02,-1.09E-04,-1.10E-02,2.72E-04,5.33E+03,5.21E+03
740.100011,-1.01E+02,-9.58E+01,-7.82E-01,-1.49E+02,-2.14E-05,-4.53E-02,-6.35E-05,4.21E+03,5.48E+03
741.100011,-6.72E+02,-1.35E+02,1.07E-01,-6.37E+02,-5.48E-04,-4.80E-02,-2.07E-05,3.48E+03,5.04E+03
742.1000111,-9.44E+02,-7.30E+01,-2.77E+00,-8.39E+02,-4.07E-04,4.02E-04,3.06E-04,3.76E+03,4.26E+03
743.1000111,-5.74E+02,-7.21E+01,1.78E-01,-5.44E+02,4.79E-04,5.29E-02,-6.95E-05,4.49E+03,4.28E+03
744.1000111,1.91E+02,-8.73E+01,9.44E-01,-5.30E+00,-1.53E-04,5.35E-02,-8.02E-05,5.08E+03,4.96E+03
745.1000111,6.10E+02,2.18E+01,-4.90E+00,5.29E+02,-1.06E-03,2.68E-02,8.96E-05,5.91E+03,5.40E+03
746.1000111,7.62E+02,1.63E+02,-2.49E+00,7.66E+02,-1.99E-04,-1.23E-04,5.97E-05,6.49E+03,5.38E+03
747.1000111,7.46E+02,1.87E+02,7.34E-01,6.35E+02,5.62E-05,-1.88E-02,4.63E-04,6.28E+03,5.26E+03
748.1000111,3.11E+02,1.08E+02,-3.44E+00,3.18E+02,-4.31E-04,-3.30E-02,-4.64E-05,5.55E+03,5.26E+03
749.1000112,-1.52E+02,8.11E+00,-3.06E+00,-1.01E+02,-3.91E-04,-3.39E-02,-4.66E-05,4.70E+03,5.10E+03
750.1000112,-5.12E+02,-7.19E+01,5.00E+00,-5.45E+02,3.06E-04,-2.54E-02,3.81E-04,3.92E+03,4.76E+03
751.1000112,-8.21E+02,-2.08E+02,2.84E+00,-8.39E+02,1.12E-04,-2.20E-02,6.43E-04,3.14E+03,4.86E+03
752.1000112,-8.09E+02,-1.26E+02,3.67E-01,-7.40E+02,4.33E-04,1.77E-02,6.93E-05,3.81E+03,4.44E+03
753.1000112,-2.64E+02,7.81E+01,4.89E+00,-2.40E+02,3.69E-04,6.44E-02,-2.88E-05,5.44E+03,4.04E+03
754.1000112,6.13E+02,1.32E+02,2.79E+00,2.99E+02,6.80E-04,4.90E-02,-3.39E-04,6.17E+03,4.59E+03
755.1000113,7.83E+02,3.35E+01,2.42E+00,4.92E+02,4.34E-04,-2.01E-02,-4.36E-04,5.57E+03,5.62E+03
756.1000113,2.15E+02,1.41E+02,-1.03E-02,3.95E+02,-2.04E-04,-4.94E-02,-2.41E-04,5.64E+03,5.36E+03
757.1000113,3.14E+00,1.94E+02,-3.06E+00,8.04E+01,8.75E-07,-1.04E-02,7.74E-04,5.70E+03,4.52E+03
758.1000113,5.08E+01,1.01E+02,2.12E+00,-8.74E+01,-4.24E-04,1.02E-02,1.33E-04,5.30E+03,4.47E+03
759.1000113,-5.33E+01,-1.34E+02,-7.39E-02,-8.55E+01,-2.16E-04,-7.73E-03,-4.47E-04,4.38E+03,5.41E+03
760.1000113,-1.30E+02,-1.62E+01,-1.66E+00,-7.85E+01,4.55E-04,-1.95E-03,1.13E-04,4.85E+03,4.98E+03
761.1000113,-4.45E+01,8.06E+01,2.29E+00,-6.47E+01,3.48E-04,1.34E-02,3.98E-04,5.29E+03,4.55E+03
762.1000114,6.47E+01,-1.89E+01,1.66E-01,-4.09E+01,5.03E-04,2.66E-03,-2.95E-04,4.91E+03,5.00E+03
763.1000114,-7.49E+01,-8.49E+01,1.59E+00,-1.08E+02,-4.38E-05,-1.80E-02,-1.86E-04,4.45E+03,5.28E+03
764.1000114,-2.78E+02,-5.33E+01,1.06E+00,-2.51E+02,3.24E-04,-1.93E-02,1.99E-04,4.39E+03,5.02E+03
765.1000114,-3.12E+02,5.87E+01,-2.65E+00,-2.75E+02,2.12E-04,7.13E-03,-1.13E-04,4.93E+03,4.43E+03
766.1000114,-9.99E+01,1.62E+01,1.22E+00,-1.14E+02,7.76E-05,2.53E-02,1.97E-05,5.09E+03,4.64E+03
767.1000114,2.26E+02,-5.08E+01,-3.68E-01,9.04E+01,-6.04E-04,1.57E-02,3.81E-04,5.04E+03,5.18E+03
768.1000114,2.52E+02,3.49E+01,-5.33E+00,2.54E+02,-1.48E-04,4.27E-03,7.13E-05,5.47E+03,5.17E+03
769.1000115,2.20E+02,3.95E+01,-2.58E+00,2.11E+02,-6.38E-04,-1.11E-02,-6.14E-05,5.32E+03,5.20E+03
770.1000115,1.65E+02,4.20E+00,-5.69E-01,5.28E+01,-4.56E-05,-1.48E-02,1.43E-04,4.98E+03,5.15E+03
771.1000115,-7.10E+01,7.78E+01,1.26E+00,2.53E+01,-2.60E-04,-4.20E-04,-2.03E-05,5.29E+03,4.76E+03
772.1000115,6.16E+01,4.92E+01,9.80E-01,5.94E+01,-4.03E-04,1.38E-02,-3.42E-05,5.33E+03,4.80E+03
773.1000115,2.23E+02,-1.08E+01,-6.14E+00,7.77E+00,4.58E-05,1.06E-03,2.08E-04,5.00E+03,5.06E+03
774.1000115,-8.75E+01,-6.44E+01,2.99E+00,-6.99E+01,-1.85E-04,-2.57E-02,2.76E-04,4.52E+03,5.31E+03
775.1000115,-3.54E+02,-1.85E+01,8.14E-01,-2.95E+02,-1.74E-04,-2.31E-02,3.06E-05,4.43E+03,4.87E+03
776.1000116,-4.30E+02,-1.18E+01,2.29E+00,-4.70E+02,3.01E-05,-1.63E-03,5.52E-04,4.38E+03,4.48E+03
777.1000116,-3.90E+02,-1.00E+02,1.53E-01,-3.88E+02,2.20E-04,1.17E-02,1.60E-04,4.27E+03,4.81E+03
778.1000116,-1.12E+02,1.90E+00,-2.08E+00,-8.43E+01,3.32E-04,3.20E-02,-1.22E-04,5.14E+03,4.70E+03
779.1000116,3.42E+02,9.44E+01,2.71E+00,2.70E+02,3.68E-04,3.79E-02,-5.79E-05,5.92E+03,4.75E+03
780.1000116,6.42E+02,6.27E+01,1.66E+00,4.96E+02,-1.37E-04,9.16E-03,-4.19E-05,5.87E+03,5.31E+03
781.1000116,4.91E+02,5.58E+01,-1.20E+00,4.63E+02,1.09E-04,-2.27E-02,4.48E-05,5.61E+03,5.53E+03
782.1000117,1.53E+02,7.84E+01,1.30E+00,1.83E+02,8.68E-05,-3.13E-02,-1.10E-04,5.28E+03,5.17E+03
783.1000117,-1.27E+02,1.76E+01,-1.93E+00,-1.49E+02,-3.44E-04,-2.28E-02,1.18E-05,4.74E+03,4.92E+03
784.1000117,-3.59E+02,-4.09E+01,-3.14E+00,-3.30E+02,-7.02E-04,-7.65E-03,-2.11E-05,4.42E+03,4.80E+03
785.1000117,-3.62E+02,-2.45E+01,-2.15E-01,-3.29E+02,-3.10E-04,1.15E-02,-1.50E-05,4.60E+03,4.61E+03
786.1000117,-1.76E+02,-2.81E+01,2.69E+00,-2.54E+02,-2.89E-04,1.53E-02,1.14E-04,4.69E+03,4.68E+03
787.1000117,-1.14E+02,-7.36E+01,4.82E-01,-1.86E+02,8.41E-07,-2.66E-03,1.39E-04,4.50E+03,5.05E+03
788.1000117,-1.83E+02,-4.88E+01,-1.46E+00,-1.72E+02,-1.98E-04,-1.02E-02,-2.05E-04,4.56E+03,5.04E+03
789.1000118,-1.10E+02,2.97E+01,1.01E+00,-9.43E+01,-3.22E-04,9.53E-03,-1.32E-04,5.05E+03,4.72E+03
790.1000118,1.97E+02,1.26E+02,-2.69E+00,1.92E+02,2.02E-04,3.66E-02,3.39E-04,5.94E+03,4.57E+03
791.1000118,6.09E+02,1.36E+02,-3.98E+00,5.19E+02,-2.36E-04,3.30E-02,2.21E-04,6.34E+03,4.95E+03
792.1000118,7.40E+02,9.04E+01,2.72E+00,5.61E+02,-3.88E-04,-9.91E-03,1.76E-04,5.91E+03,5.43E+03
793.1000118,2.55E+02,5.40E+01,2.12E+00,2.39E+02,1.71E-04,-5.19E-02,3.06E-04,5.14E+03,5.48E+03
794.1000118,-4.05E+02,1.03E+01,-2.07E+00,-3.25E+02,-3.29E-04,-5.51E-02,1.03E-04,4.31E+03,4.98E+03
795.1000118,-7.68E+02,-4.34E+01,-9.04E-01,-7.18E+02,1.51E-04,-1.47E-02,5.80E-05,3.90E+03,4.40E+03
796.1000119,-7.09E+02,-1.03E+02,3.33E+00,-6.66E+02,-2.03E-04,2.92E-02,-3.21E-04,4.04E+03,4.36E+03
797.1000119,-2.09E+02,-1.22E+02,2.78E+00,-2.93E+02,-3.57E-04,4.23E-02,-3.80E-04,4.52E+03,4.79E+03
798.1000119,2.44E+02,-8.12E+00,-2.89E+00,1.49E+02,-5.31E-04,3.19E-02,-2.24E-04,5.38E+03,5.01E+03
799.1000119,4.54E+02,5.86E+01,-4.87E+00,4.22E+02,7.84E-06,5.76E-03,-2.18E-04,5.77E+03,5.29E+03
800.1000119,4.90E+02,8.06E+01,-1.36E-01,4.11E+02,3.24E-04,-1.29E-02,-3.00E-05,5.69E+03,5.31E+03
801.1000119,2.61E+02,8.24E+01,-6.27E-01,2.81E+02,8.29E-04,-1.51E-02,5.10E-05,5.53E+03,5.17E+03
802.100012,9.48E+01,3.11E+01,4.41E+00,1.12E+02,1.58E-04,-9.86E-03,-2.41E-04,5.16E+03,5.08E+03
803.100012,-5.09E-01,-9.78E+00,1.34E+00,-6.86E+01,-2.25E-04,-6.45E-03,-6.63E-05,4.83E+03,4.99E+03
804.100012,-2.04E+02,-8.56E+01,-4.87E+00,-2.28E+02,6.02E-04,-1.87E-02,1.28E-04,4.33E+03,5.17E+03
805.100012,-3.57E+02,-3.47E+01,-2.79E+00,-3.43E+02,-2.98E-04,-1.11E-02,-1.66E-04,4.41E+03,4.79E+03
806.100012,-3.70E+02,7.11E+01,2.21E+00,-3.11E+02,-3.06E-04,1.58E-02,1.53E-04,4.97E+03,4.27E+03
807.100012,-1.27E+02,-4.07E+01,-2.77E-01,-2.45E+02,-8.85E-04,1.23E-02,1.46E-04,4.65E+03,4.76E+03
808.100012,-3.72E+01,-1.23E+02,-3.44E+00,-1.73E+02,-2.43E-04,-5.17E-03,-3.50E-04,4.35E+03,5.26E+03
809.1000121,-1.62E+02,3.95E+01,1.24E+00,-4.78E+01,-4.24E-06,-4.92E-05,-1.46E-05,5.07E+03,4.80E+03
810.1000121,1.42E+02,8.22E+01,-3.49E-01,1.11E+02,-5.52E-04,2.04E-02,2.65E-04,5.56E+03,4.71E+03
811.1000121,4.97E+02,1.04E+02,-6.68E+00,3.70E+02,-2.07E-04,3.02E-02,4.98E-04,6.04E+03,4.91E+03
812.1000121,5.90E+02,1.02E+02,2.25E+00,5.99E+02,-1.39E-04,1.04E-02,-6.76E-05,6.14E+03,5.30E+03
813.1000121,5.70E+02,8.35E+01,8.17E-01,4.42E+02,8.44E-06,-2.42E-02,1.13E-04,5.66E+03,5.42E+03
814.1000121,6.96E+01,4.67E+01,8.29E-01,1.59E+01,-4.04E-04,-4.85E-02,3.19E-04,4.87E+03,5.21E+03
815.1000121,-5.78E+02,-2.37E+01,-2.73E-01,-4.44E+02,5.67E-04,-4.17E-02,1.60E-04,4.13E+03,4.85E+03
816.1000122,-7.84E+02,-9.18E+01,-1.11E+00,-7.63E+02,4.53E-04,-3.04E-03,-8.44E-05,3.76E+03,4.44E+03
817.1000122,-6.68E+02,-1.53E+02,-4.19E-01,-7.06E+02,-1.95E-04,2.43E-02,-2.48E-04,3.80E+03,4.53E+03
818.1000122,-3.58E+02,-1.62E+02,-1.98E+00,-3.94E+02,-1.21E-04,2.59E-02,-2.57E-04,4.16E+03,4.92E+03
819.1000122,4.02E+01,-4.00E+00,-2.10E+00,4.49E+00,-8.30E-05,3.05E-02,-3.75E-04,5.21E+03,4.83E+03
820.1000122,4.46E+02,1.30E+02,2.75E+00,4.09E+02,3.84E-05,3.17E-02,-3.83E-04,6.16E+03,4.83E+03
821.1000122,7.56E+02,1.34E+02,-2.60E-01,6.47E+02,2.23E-04,1.17E-02,-5.38E-05,6.33E+03,5.24E+03
822.1000123,6.95E+02,9.30E+01,3.79E+00,6.21E+02,2.82E-04,-1.82E-02,2.29E-05,5.94E+03,5.55E+03
823.1000123,3.13E+02,8.03E+01,1.73E+00,3.48E+02,3.02E-04,-3.38E-02,-3.49E-05,5.47E+03,5.38E+03
824.1000123,-5.43E+01,3.36E+01,-1.40E+00,-4.61E+01,-3.18E-04,-2.89E-02,-9.51E-06,4.88E+03,5.04E+03
825.1000123,-3.15E+02,-1.28E+01,-5.00E+00,-3.12E+02,-4.71E-04,-1.13E-02,2.79E-04,4.52E+03,4.76E+03
826.1000123,-4.34E+02,-3.85E+01,-2.73E+00,-4.04E+02,1.99E-04,4.27E-03,-4.12E-05,4.42E+03,4.63E+03
827.1000123,-3.58E+02,-4.16E+01,1.54E+00,-4.02E+02,3.23E-04,7.15E-03,-9.97E-05,4.42E+03,4.61E+03
828.1000123,-3.51E+02,-7.42E+01,5.97E-01,-4.27E+02,3.10E-04,-5.62E-03,1.72E-04,4.20E+03,4.78E+03
829.1000124,-4.71E+02,-1.30E+02,-4.35E+00,-4.87E+02,-5.95E-04,-1.69E-02,-2.36E-04,3.87E+03,4.99E+03
830.1000124,-4.09E+02,-5.36E+01,2.36E+00,-3.78E+02,3.47E-04,9.76E-03,-5.72E-05,4.43E+03,4.66E+03
831.1000124,4.39E+01,1.53E+02,1.41E+00,7.53E+01,4.14E-04,5.27E-02,9.21E-05,6.00E+03,4.23E+03
832.1000124,8.42E+02,2.52E+02,-2.80E+00,6.81E+02,-5.92E-04,6.03E-02,2.42E-04,7.14E+03,4.59E+03
833.1000124,1.23E+03,2.18E+02,-1.09E+00,9.00E+02,-2.81E-04,4.84E-04,2.31E-04,6.85E+03,5.34E+03
834.1000124,7.37E+02,2.33E+02,1.89E+00,7.72E+02,-7.62E-05,-5.29E-02,8.52E-05,6.39E+03,5.52E+03
835.1000124,7.98E+01,2.21E+02,1.51E+00,1.99E+02,3.30E-04,-5.54E-02,-8.83E-05,5.65E+03,4.89E+03
836.1000125,-4.11E+02,6.65E+01,1.34E-01,-4.50E+02,6.61E-04,-3.48E-02,-1.97E-04,4.47E+03,4.49E+03
837.1000125,-8.46E+02,-1.64E+02,-6.31E-01,-8.38E+02,1.58E-04,-2.35E-02,3.03E-04,3.29E+03,4.73E+03
838.1000125,-9.57E+02,-1.95E+02,-5.14E+00,-8.86E+02,-5.05E-04,7.66E-03,-4.74E-04,3.34E+03,4.58E+03
839.1000125,-6.28E+02,-9.52E+01,-1.22E+00,-6.18E+02,-3.96E-04,4.32E-02,-5.46E-04,4.25E+03,4.32E+03
840.1000125,-7.93E+01,-8.08E+01,-3.66E+00,-2.11E+02,2.09E-04,3.80E-02,-2.12E-05,4.76E+03,4.80E+03
841.1000125,2.61E+02,-7.59E+01,1.39E-01,1.49E+02,-7.75E-05,1.11E-02,-6.27E-05,4.99E+03,5.37E+03
842.1000125,3.61E+02,9.06E+01,-4.61E+00,4.06E+02,-3.17E-04,6.17E-03,-2.85E-04,5.86E+03,5.15E+03
843.1000126,6.06E+02,1.96E+02,3.14E+00,5.98E+02,2.40E-05,2.03E-02,5.46E-04,6.53E+03,4.91E+03
